2,0.9772468714448237,0.8555776892430279,0.9123738714816783,0.9502212389380531
4,0.975355969331873,0.8869521912350598,0.92905581637976,0.9562929553264605
8,0.9740400216333153,0.8969123505976095,0.9338864402385274,0.9575712462781795
16,0.9735849056603774,0.899402390438247,0.9350245922857883,0.9577853203224438
32,0.9731038192576654,0.9008964143426295,0.9356089992242049,0.957750952986023
64,0.9715359828141783,0.9008964143426295,0.9348837209302325,0.9565355329949238
128,0.9684154175588865,0.9008964143426295,0.9334365325077401,0.9541139240506329
256,0.9663820704375667,0.9018924302788844,0.9330242143225141,0.9527567340067339
512,0.9607427055702917,0.9018924302788844,0.9303878756742872,0.9483661499790532
1024,0.955168776371308,0.9018924302788844,0.927766393442623,0.9440158465387823
2048,0.9506561679790027,0.9018924302788844,0.9256325070278559,0.9404860822600748
4096,0.94916142557652,0.9018924302788844,0.924923391215526,0.9393153526970955
