min_score,precision,recall
0.0,0.9833978970669618,0.8849601593625498
0.1,0.9938340807174888,0.8829681274900398
0.2,0.9949494949494949,0.8829681274900398
0.3,0.9954878736604625,0.8789840637450199
0.4,0.995475113122172,0.8764940239043825
0.5,0.9954493742889647,0.8715139442231076
0.6,0.9725274725274725,0.8814741035856574
0.7,0.9958920187793427,0.8451195219123506
0.8,0.9957627118644068,0.8192231075697212
0.9,0.9960681520314548,0.7569721115537849
1.0,0.9974619289340102,0.5871513944223108
