threshold,recall,fpr
0.0,0.8849601593625498,0.4838709677419358
0.1,0.8829681274900398,0.25581395348837277
0.2,0.8829681274900398,0.21951219512195203
0.3,0.8789840637450199,0.20000000000000048
0.4,0.8764940239043825,0.19999999999999712
0.5,0.8715139442231076,0.20000000000000032
0.6,0.8814741035856574,0.6097560975609756
0.7,0.8451195219123506,0.17948717948717635
0.8,0.8192231075697212,0.17948717948717957
0.9,0.7569721115537849,0.15789473684210278
1.0,0.5871513944223108,0.08571428571428649
